sex,age_group,education_level,employment_status,count
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Jobafklaringsforl°b,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,SU-modtagere,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,F°rtidspension,9
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Seniopension,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Tidlig pension,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Efterl°n,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Fleksydelse,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Folkepension,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Anden pension,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Personer under uddannelse (ordinµr),15
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Kursister,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Produktionsskoleelever,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,Udenlandske studerende,0
Mµnd,40-44 σr,H35 Adgangsgivende uddannelsesforl°b,╪vrige uden for arbejdsstyrken,9
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Selvstµndige,557
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Medarbejdende µgtefµller,1
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtager med ledelsesarbejde,835
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ h°jeste niveau,2630
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ mellemniveau,2345
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere pσ grundniveau,3591
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Andre l°nmodtagere,558
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",L°nmodtagere u.n.a.,946
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Arbejdsl°se,190
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",St°ttet beskµftigelse uden l°n,10
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Feriedagpenge,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Vejledning og opkvalificering,6
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Ledighedsydelse,11
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Barselsfravµr fra ledighed,2
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Sygefravµr fra ledighed,59
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Kontanthjµlp (passiv)/integrationsydelse,51
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Revalidering,1
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Ressourceforl°b,12
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Jobafklaringsforl°b,30
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",SU-modtagere,1
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",F°rtidspension,96
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Seniopension,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Tidlig pension,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Efterl°n,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Fleksydelse,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Folkepension,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Anden pension,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Personer under uddannelse (ordinµr),39
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Kursister,20
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Produktionsskoleelever,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",Udenlandske studerende,0
Mµnd,40-44 σr,"H40 Korte videregσende uddannelser, KVU",╪vrige uden for arbejdsstyrken,425
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Selvstµndige,873
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Medarbejdende µgtefµller,2
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtager med ledelsesarbejde,1798
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtagere pσ h°jeste niveau,11352
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtagere pσ mellemniveau,3131
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtagere pσ grundniveau,2866
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Andre l°nmodtagere,905
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",L°nmodtagere u.n.a.,1173
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Arbejdsl°se,440
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",St°ttet beskµftigelse uden l°n,18
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Feriedagpenge,8
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Vejledning og opkvalificering,4
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Ledighedsydelse,23
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Barselsfravµr fra ledighed,1
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Sygefravµr fra ledighed,127
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Kontanthjµlp (passiv)/integrationsydelse,61
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Revalidering,1
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Ressourceforl°b,25
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Jobafklaringsforl°b,61
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",SU-modtagere,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",F°rtidspension,117
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Seniopension,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Tidlig pension,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Efterl°n,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Fleksydelse,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Folkepension,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Anden pension,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Personer under uddannelse (ordinµr),71
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Kursister,36
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Produktionsskoleelever,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",Udenlandske studerende,0
Mµnd,40-44 σr,"H50 Mellemlange videregσende uddannelser, MVU",╪vrige uden for arbejdsstyrken,698
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Selvstµndige,201
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Medarbejdende µgtefµller,1
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",L°nmodtager med ledelsesarbejde,298
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ h°jeste niveau,1375
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ mellemniveau,363
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",L°nmodtagere pσ grundniveau,589
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Andre l°nmodtagere,182
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",L°nmodtagere u.n.a.,361
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Arbejdsl°se,98
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",St°ttet beskµftigelse uden l°n,2
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Feriedagpenge,1
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Vejledning og opkvalificering,4
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Ledighedsydelse,9
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Barselsfravµr fra ledighed,2
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Sygefravµr fra ledighed,15
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Kontanthjµlp (passiv)/integrationsydelse,36
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Revalidering,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Ressourceforl°b,7
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Jobafklaringsforl°b,5
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",SU-modtagere,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",F°rtidspension,46
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Seniopension,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Tidlig pension,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Efterl°n,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Fleksydelse,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Folkepension,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Anden pension,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Personer under uddannelse (ordinµr),38
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Kursister,16
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Produktionsskoleelever,0
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",Udenlandske studerende,2
Mµnd,40-44 σr,"H60 Bacheloruddannelser, BACH",╪vrige uden for arbejdsstyrken,324
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Selvstµndige,1328
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Medarbejdende µgtefµller,3
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",L°nmodtager med ledelsesarbejde,2770
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ h°jeste niveau,15144
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ mellemniveau,2066
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere pσ grundniveau,2137
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Andre l°nmodtagere,685
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",L°nmodtagere u.n.a.,1137
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Arbejdsl°se,511
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",St°ttet beskµftigelse uden l°n,12
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Feriedagpenge,7
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Vejledning og opkvalificering,7
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Ledighedsydelse,16
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Barselsfravµr fra ledighed,8
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Sygefravµr fra ledighed,73
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Kontanthjµlp (passiv)/integrationsydelse,47
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Revalidering,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Ressourceforl°b,13
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Jobafklaringsforl°b,28
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",SU-modtagere,1
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",F°rtidspension,74
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Seniopension,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Tidlig pension,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Efterl°n,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Fleksydelse,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Folkepension,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Anden pension,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Personer under uddannelse (ordinµr),43
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Kursister,52
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Produktionsskoleelever,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",Udenlandske studerende,0
Mµnd,40-44 σr,"H70 Lange videregσende uddannelser, LVU",╪vrige uden for arbejdsstyrken,1247
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Selvstµndige,94
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Medarbejdende µgtefµller,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,L°nmodtager med ledelsesarbejde,193
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ h°jeste niveau,3258
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ mellemniveau,154
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,L°nmodtagere pσ grundniveau,186
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Andre l°nmodtagere,74
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,L°nmodtagere u.n.a.,153
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Arbejdsl°se,34
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,St°ttet beskµftigelse uden l°n,2
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Feriedagpenge,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Vejledning og opkvalificering,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Ledighedsydelse,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Barselsfravµr fra ledighed,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Sygefravµr fra ledighed,7
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Kontanthjµlp (passiv)/integrationsydelse,4
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Revalidering,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Ressourceforl°b,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Jobafklaringsforl°b,2
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,SU-modtagere,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,F°rtidspension,5
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Seniopension,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Tidlig pension,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Efterl°n,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Fleksydelse,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Folkepension,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Anden pension,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Personer under uddannelse (ordinµr),2
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Kursister,12
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Produktionsskoleelever,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,Udenlandske studerende,0
Mµnd,40-44 σr,H80 Ph.d. og forskeruddannelser,╪vrige uden for arbejdsstyrken,307
Mµnd,40-44 σr,H90 Uoplyst mv.,Selvstµndige,152
Mµnd,40-44 σr,H90 Uoplyst mv.,Medarbejdende µgtefµller,0
Mµnd,40-44 σr,H90 Uoplyst mv.,L°nmodtager med ledelsesarbejde,57
Mµnd,40-44 σr,H90 Uoplyst mv.,L°nmodtagere pσ h°jeste niveau,209
Mµnd,40-44 σr,H90 Uoplyst mv.,L°nmodtagere pσ mellemniveau,69
Mµnd,40-44 σr,H90 Uoplyst mv.,L°nmodtagere pσ grundniveau,554
Mµnd,40-44 σr,H90 Uoplyst mv.,Andre l°nmodtagere,312
Mµnd,40-44 σr,H90 Uoplyst mv.,L°nmodtagere u.n.a.,463
Mµnd,40-44 σr,H90 Uoplyst mv.,Arbejdsl°se,95
Mµnd,40-44 σr,H90 Uoplyst mv.,St°ttet beskµftigelse uden l°n,3
Mµnd,40-44 σr,H90 Uoplyst mv.,Feriedagpenge,1
Mµnd,40-44 σr,H90 Uoplyst mv.,Vejledning og opkvalificering,2
Mµnd,40-44 σr,H90 Uoplyst mv.,Ledighedsydelse,12
Mµnd,40-44 σr,H90 Uoplyst mv.,B°rnepasningsorlov fra ledighed,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Barselsfravµr fra ledighed,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Sygefravµr fra ledighed,11
Mµnd,40-44 σr,H90 Uoplyst mv.,Kontanthjµlp (passiv)/integrationsydelse,104
Mµnd,40-44 σr,H90 Uoplyst mv.,Revalidering,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Ressourceforl°b,24
Mµnd,40-44 σr,H90 Uoplyst mv.,Jobafklaringsforl°b,13
Mµnd,40-44 σr,H90 Uoplyst mv.,SU-modtagere,0
Mµnd,40-44 σr,H90 Uoplyst mv.,F°rtidspension,343
Mµnd,40-44 σr,H90 Uoplyst mv.,Seniopension,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Tidlig pension,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Efterl°n,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Fleksydelse,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Folkepension,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Anden pension,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Personer under uddannelse (ordinµr),4
Mµnd,40-44 σr,H90 Uoplyst mv.,Kursister,10
Mµnd,40-44 σr,H90 Uoplyst mv.,Produktionsskoleelever,0
Mµnd,40-44 σr,H90 Uoplyst mv.,Udenlandske studerende,0
Mµnd,40-44 σr,H90 Uoplyst mv.,╪vrige uden for arbejdsstyrken,411
Mµnd,45-49 σr,H10 Grundskole,Selvstµndige,1721
Mµnd,45-49 σr,H10 Grundskole,Medarbejdende µgtefµller,15
Mµnd,45-49 σr,H10 Grundskole,L°nmodtager med ledelsesarbejde,611
Mµnd,45-49 σr,H10 Grundskole,L°nmodtagere pσ h°jeste niveau,818
Mµnd,45-49 σr,H10 Grundskole,L°nmodtagere pσ mellemniveau,937
Mµnd,45-49 σr,H10 Grundskole,L°nmodtagere pσ grundniveau,9019
Mµnd,45-49 σr,H10 Grundskole,Andre l°nmodtagere,3907
Mµnd,45-49 σr,H10 Grundskole,L°nmodtagere u.n.a.,3430
Mµnd,45-49 σr,H10 Grundskole,Arbejdsl°se,766
Mµnd,45-49 σr,H10 Grundskole,St°ttet beskµftigelse uden l°n,90
Mµnd,45-49 σr,H10 Grundskole,Feriedagpenge,7
Mµnd,45-49 σr,H10 Grundskole,Vejledning og opkvalificering,45
Mµnd,45-49 σr,H10 Grundskole,Ledighedsydelse,285
Mµnd,45-49 σr,H10 Grundskole,B°rnepasningsorlov fra ledighed,0
Mµnd,45-49 σr,H10 Grundskole,Barselsfravµr fra ledighed,4
Mµnd,45-49 σr,H10 Grundskole,Sygefravµr fra ledighed,350
Mµnd,45-49 σr,H10 Grundskole,Kontanthjµlp (passiv)/integrationsydelse,1213
Mµnd,45-49 σr,H10 Grundskole,Revalidering,3
Mµnd,45-49 σr,H10 Grundskole,Ressourceforl°b,269
Mµnd,45-49 σr,H10 Grundskole,Jobafklaringsforl°b,234
Mµnd,45-49 σr,H10 Grundskole,SU-modtagere,2
Mµnd,45-49 σr,H10 Grundskole,F°rtidspension,5896
Mµnd,45-49 σr,H10 Grundskole,Seniopension,0
Mµnd,45-49 σr,H10 Grundskole,Tidlig pension,0
Mµnd,45-49 σr,H10 Grundskole,Efterl°n,0
Mµnd,45-49 σr,H10 Grundskole,Fleksydelse,0
Mµnd,45-49 σr,H10 Grundskole,Folkepension,0
Mµnd,45-49 σr,H10 Grundskole,Anden pension,0
Mµnd,45-49 σr,H10 Grundskole,Personer under uddannelse (ordinµr),22
Mµnd,45-49 σr,H10 Grundskole,Kursister,44
Mµnd,45-49 σr,H10 Grundskole,Produktionsskoleelever,0
Mµnd,45-49 σr,H10 Grundskole,Udenlandske studerende,0
Mµnd,45-49 σr,H10 Grundskole,╪vrige uden for arbejdsstyrken,1110
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Selvstµndige,753
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Medarbejdende µgtefµller,4
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,L°nmodtager med ledelsesarbejde,771
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ h°jeste niveau,1415
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ mellemniveau,1123
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,L°nmodtagere pσ grundniveau,2341
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Andre l°nmodtagere,709
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,L°nmodtagere u.n.a.,1261
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Arbejdsl°se,283
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,St°ttet beskµftigelse uden l°n,22
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Feriedagpenge,5
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Vejledning og opkvalificering,19
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Ledighedsydelse,37
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,B°rnepasningsorlov fra ledighed,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Barselsfravµr fra ledighed,4
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Sygefravµr fra ledighed,67
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Kontanthjµlp (passiv)/integrationsydelse,196
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Revalidering,2
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Ressourceforl°b,47
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Jobafklaringsforl°b,34
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,SU-modtagere,3
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,F°rtidspension,647
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Seniopension,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Tidlig pension,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Efterl°n,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Fleksydelse,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Folkepension,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Anden pension,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Personer under uddannelse (ordinµr),34
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Kursister,15
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Produktionsskoleelever,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,Udenlandske studerende,0
Mµnd,45-49 σr,H20 Gymnasiale uddannelser,╪vrige uden for arbejdsstyrken,584
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Selvstµndige,4987
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Medarbejdende µgtefµller,18
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,L°nmodtager med ledelsesarbejde,3723
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ h°jeste niveau,3786
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ mellemniveau,7563
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere pσ grundniveau,33343
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Andre l°nmodtagere,5438
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,L°nmodtagere u.n.a.,5342
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Arbejdsl°se,1085
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,St°ttet beskµftigelse uden l°n,77
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Feriedagpenge,13
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Vejledning og opkvalificering,69
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Ledighedsydelse,193
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,B°rnepasningsorlov fra ledighed,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Barselsfravµr fra ledighed,3
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Sygefravµr fra ledighed,485
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Kontanthjµlp (passiv)/integrationsydelse,590
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Revalidering,5
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Ressourceforl°b,143
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Jobafklaringsforl°b,273
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,SU-modtagere,2
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,F°rtidspension,2110
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Seniopension,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Tidlig pension,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Efterl°n,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Fleksydelse,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Folkepension,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Anden pension,0
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Personer under uddannelse (ordinµr),71
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Kursister,27
Mµnd,45-49 σr,H30 Erhvervsfaglige uddannelser,Produktionsskoleelever,0
