sex,age_group,education_level,employment_status,count
1,30-49,H10,Unemployed,1213
1,30-49,H10,Unemployed,3
1,30-49,H10,Unemployed,269
1,30-49,H10,Unemployed,234
1,30-49,H10,In Education or Training,2
1,30-49,H10,On Pension,5896
1,30-49,H10,On Pension,0
1,30-49,H10,On Pension,0
1,30-49,H10,On Pension,0
1,30-49,H10,On Pension,0
1,30-49,H10,On Pension,0
1,30-49,H10,On Pension,0
1,30-49,H10,In Education or Training,22
1,30-49,H10,In Education or Training,44
1,30-49,H10,In Education or Training,0
1,30-49,H10,In Education or Training,0
1,30-49,H10,Not in Labor Force,1110
1,30-49,H20_35,Employed,753
1,30-49,H20_35,Employed,4
1,30-49,H20_35,Employed,771
1,30-49,H20_35,Employed,1415
1,30-49,H20_35,Employed,1123
1,30-49,H20_35,Employed,2341
1,30-49,H20_35,Employed,709
1,30-49,H20_35,Employed,1261
1,30-49,H20_35,Unemployed,283
1,30-49,H20_35,Unemployed,22
1,30-49,H20_35,Unemployed,5
1,30-49,H20_35,Unemployed,19
1,30-49,H20_35,Unemployed,37
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,4
1,30-49,H20_35,Unemployed,67
1,30-49,H20_35,Unemployed,196
1,30-49,H20_35,Unemployed,2
1,30-49,H20_35,Unemployed,47
1,30-49,H20_35,Unemployed,34
1,30-49,H20_35,In Education or Training,3
1,30-49,H20_35,On Pension,647
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,In Education or Training,34
1,30-49,H20_35,In Education or Training,15
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,Not in Labor Force,584
1,30-49,H20_35,Employed,4987
1,30-49,H20_35,Employed,18
1,30-49,H20_35,Employed,3723
1,30-49,H20_35,Employed,3786
1,30-49,H20_35,Employed,7563
1,30-49,H20_35,Employed,33343
1,30-49,H20_35,Employed,5438
1,30-49,H20_35,Employed,5342
1,30-49,H20_35,Unemployed,1085
1,30-49,H20_35,Unemployed,77
1,30-49,H20_35,Unemployed,13
1,30-49,H20_35,Unemployed,69
1,30-49,H20_35,Unemployed,193
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,3
1,30-49,H20_35,Unemployed,485
1,30-49,H20_35,Unemployed,590
1,30-49,H20_35,Unemployed,5
1,30-49,H20_35,Unemployed,143
1,30-49,H20_35,Unemployed,273
1,30-49,H20_35,In Education or Training,2
1,30-49,H20_35,On Pension,2110
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,In Education or Training,71
1,30-49,H20_35,In Education or Training,27
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,Not in Labor Force,1665
1,30-49,H20_35,Employed,7
1,30-49,H20_35,Employed,0
1,30-49,H20_35,Employed,3
1,30-49,H20_35,Employed,8
1,30-49,H20_35,Employed,7
1,30-49,H20_35,Employed,24
1,30-49,H20_35,Employed,5
1,30-49,H20_35,Employed,7
1,30-49,H20_35,Unemployed,2
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,3
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,Unemployed,1
1,30-49,H20_35,Unemployed,0
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,On Pension,10
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,On Pension,0
1,30-49,H20_35,In Education or Training,1
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,In Education or Training,0
1,30-49,H20_35,Not in Labor Force,2
1,30-49,H40,Employed,772
1,30-49,H40,Employed,4
1,30-49,H40,Employed,1364
1,30-49,H40,Employed,3519
1,30-49,H40,Employed,2912
1,30-49,H40,Employed,3986
1,30-49,H40,Employed,546
1,30-49,H40,Employed,1095
1,30-49,H40,Unemployed,210
1,30-49,H40,Unemployed,8
1,30-49,H40,Unemployed,4
1,30-49,H40,Unemployed,5
1,30-49,H40,Unemployed,22
1,30-49,H40,Unemployed,0
1,30-49,H40,Unemployed,0
1,30-49,H40,Unemployed,77
1,30-49,H40,Unemployed,53
1,30-49,H40,Unemployed,1
1,30-49,H40,Unemployed,9
1,30-49,H40,Unemployed,22
1,30-49,H40,In Education or Training,0
1,30-49,H40,On Pension,206
1,30-49,H40,On Pension,0
1,30-49,H40,On Pension,0
1,30-49,H40,On Pension,0
1,30-49,H40,On Pension,0
1,30-49,H40,On Pension,0
1,30-49,H40,On Pension,0
1,30-49,H40,In Education or Training,25
1,30-49,H40,In Education or Training,8
1,30-49,H40,In Education or Training,0
1,30-49,H40,In Education or Training,0
1,30-49,H40,Not in Labor Force,474
1,30-49,H50_60,Employed,999
1,30-49,H50_60,Employed,2
1,30-49,H50_60,Employed,2605
1,30-49,H50_60,Employed,11747
1,30-49,H50_60,Employed,2792
1,30-49,H50_60,Employed,2283
1,30-49,H50_60,Employed,642
1,30-49,H50_60,Employed,1094
1,30-49,H50_60,Unemployed,372
1,30-49,H50_60,Unemployed,18
1,30-49,H50_60,Unemployed,4
1,30-49,H50_60,Unemployed,5
1,30-49,H50_60,Unemployed,52
1,30-49,H50_60,Unemployed,0
1,30-49,H50_60,Unemployed,2
1,30-49,H50_60,Unemployed,104
1,30-49,H50_60,Unemployed,73
1,30-49,H50_60,Unemployed,0
1,30-49,H50_60,Unemployed,29
1,30-49,H50_60,Unemployed,65
1,30-49,H50_60,In Education or Training,1
1,30-49,H50_60,On Pension,228
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,In Education or Training,35
1,30-49,H50_60,In Education or Training,32
1,30-49,H50_60,In Education or Training,0
1,30-49,H50_60,In Education or Training,0
1,30-49,H50_60,Not in Labor Force,585
1,30-49,H50_60,Employed,265
1,30-49,H50_60,Employed,1
1,30-49,H50_60,Employed,423
1,30-49,H50_60,Employed,1385
1,30-49,H50_60,Employed,342
1,30-49,H50_60,Employed,567
1,30-49,H50_60,Employed,155
1,30-49,H50_60,Employed,369
1,30-49,H50_60,Unemployed,74
1,30-49,H50_60,Unemployed,1
1,30-49,H50_60,Unemployed,0
1,30-49,H50_60,Unemployed,2
1,30-49,H50_60,Unemployed,4
1,30-49,H50_60,Unemployed,0
1,30-49,H50_60,Unemployed,1
1,30-49,H50_60,Unemployed,18
1,30-49,H50_60,Unemployed,28
1,30-49,H50_60,Unemployed,0
1,30-49,H50_60,Unemployed,4
1,30-49,H50_60,Unemployed,14
1,30-49,H50_60,In Education or Training,0
1,30-49,H50_60,On Pension,64
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,On Pension,0
1,30-49,H50_60,In Education or Training,25
1,30-49,H50_60,In Education or Training,10
1,30-49,H50_60,In Education or Training,0
1,30-49,H50_60,In Education or Training,0
1,30-49,H50_60,Not in Labor Force,315
1,30-49,H70,Employed,1765
1,30-49,H70,Employed,6
1,30-49,H70,Employed,3585
1,30-49,H70,Employed,13961
1,30-49,H70,Employed,1795
1,30-49,H70,Employed,1572
1,30-49,H70,Employed,383
1,30-49,H70,Employed,986
1,30-49,H70,Unemployed,379
1,30-49,H70,Unemployed,11
1,30-49,H70,Unemployed,3
1,30-49,H70,Unemployed,4
1,30-49,H70,Unemployed,26
1,30-49,H70,Unemployed,0
1,30-49,H70,Unemployed,1
1,30-49,H70,Unemployed,53
1,30-49,H70,Unemployed,52
1,30-49,H70,Unemployed,0
1,30-49,H70,Unemployed,16
1,30-49,H70,Unemployed,26
1,30-49,H70,In Education or Training,0
1,30-49,H70,On Pension,127
1,30-49,H70,On Pension,0
1,30-49,H70,On Pension,0
1,30-49,H70,On Pension,0
1,30-49,H70,On Pension,0
1,30-49,H70,On Pension,0
1,30-49,H70,On Pension,0
1,30-49,H70,In Education or Training,14
1,30-49,H70,In Education or Training,39
1,30-49,H70,In Education or Training,0
1,30-49,H70,In Education or Training,0
1,30-49,H70,Not in Labor Force,1052
1,30-49,H80,Employed,141
1,30-49,H80,Employed,0
1,30-49,H80,Employed,223
1,30-49,H80,Employed,2777
1,30-49,H80,Employed,102
1,30-49,H80,Employed,143
1,30-49,H80,Employed,46
1,30-49,H80,Employed,116
1,30-49,H80,Unemployed,40
1,30-49,H80,Unemployed,2
1,30-49,H80,Unemployed,0
1,30-49,H80,Unemployed,1
1,30-49,H80,Unemployed,0
1,30-49,H80,Unemployed,0
1,30-49,H80,Unemployed,0
1,30-49,H80,Unemployed,3
1,30-49,H80,Unemployed,2
1,30-49,H80,Unemployed,0
1,30-49,H80,Unemployed,2
1,30-49,H80,Unemployed,0
1,30-49,H80,In Education or Training,0
1,30-49,H80,On Pension,3
1,30-49,H80,On Pension,0
1,30-49,H80,On Pension,0
1,30-49,H80,On Pension,0
1,30-49,H80,On Pension,0
1,30-49,H80,On Pension,0
1,30-49,H80,On Pension,0
1,30-49,H80,In Education or Training,0
1,30-49,H80,In Education or Training,7
1,30-49,H80,In Education or Training,0
1,30-49,H80,In Education or Training,0
1,30-49,H80,Not in Labor Force,265
1,30-49,H90,Employed,186
1,30-49,H90,Employed,1
1,30-49,H90,Employed,57
1,30-49,H90,Employed,213
1,30-49,H90,Employed,90
1,30-49,H90,Employed,648
1,30-49,H90,Employed,306
1,30-49,H90,Employed,454
1,30-49,H90,Unemployed,84
1,30-49,H90,Unemployed,5
1,30-49,H90,Unemployed,0
1,30-49,H90,Unemployed,2
1,30-49,H90,Unemployed,13
1,30-49,H90,Unemployed,0
1,30-49,H90,Unemployed,1
1,30-49,H90,Unemployed,22
1,30-49,H90,Unemployed,90
1,30-49,H90,Unemployed,0
1,30-49,H90,Unemployed,17
1,30-49,H90,Unemployed,16
1,30-49,H90,In Education or Training,0
1,30-49,H90,On Pension,445
1,30-49,H90,On Pension,0
1,30-49,H90,On Pension,0
1,30-49,H90,On Pension,0
1,30-49,H90,On Pension,0
1,30-49,H90,On Pension,0
1,30-49,H90,On Pension,0
1,30-49,H90,In Education or Training,0
1,30-49,H90,In Education or Training,16
1,30-49,H90,In Education or Training,0
1,30-49,H90,In Education or Training,1
1,30-49,H90,Not in Labor Force,380
1,50-66,H10,Employed,2171
1,50-66,H10,Employed,13
1,50-66,H10,Employed,965
1,50-66,H10,Employed,966
1,50-66,H10,Employed,1394
1,50-66,H10,Employed,11696
1,50-66,H10,Employed,4609
1,50-66,H10,Employed,3766
1,50-66,H10,Unemployed,766
1,50-66,H10,Unemployed,69
1,50-66,H10,Unemployed,10
1,50-66,H10,Unemployed,39
1,50-66,H10,Unemployed,265
1,50-66,H10,Unemployed,0
1,50-66,H10,Unemployed,1
1,50-66,H10,Unemployed,409
1,50-66,H10,Unemployed,954
1,50-66,H10,Unemployed,0
1,50-66,H10,Unemployed,228
1,50-66,H10,Unemployed,250
1,50-66,H10,In Education or Training,2
1,50-66,H10,On Pension,7143
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,In Education or Training,18
1,50-66,H10,In Education or Training,22
1,50-66,H10,In Education or Training,0
1,50-66,H10,In Education or Training,0
1,50-66,H10,Not in Labor Force,1070
1,50-66,H20_35,Employed,831
1,50-66,H20_35,Employed,5
1,50-66,H20_35,Employed,907
1,50-66,H20_35,Employed,1569
1,50-66,H20_35,Employed,1179
1,50-66,H20_35,Employed,2141
1,50-66,H20_35,Employed,620
1,50-66,H20_35,Employed,1250
1,50-66,H20_35,Unemployed,251
1,50-66,H20_35,Unemployed,17
1,50-66,H20_35,Unemployed,4
1,50-66,H20_35,Unemployed,8
1,50-66,H20_35,Unemployed,35
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,69
1,50-66,H20_35,Unemployed,149
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,41
1,50-66,H20_35,Unemployed,39
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,On Pension,782
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,15
1,50-66,H20_35,In Education or Training,12
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,558
1,50-66,H20_35,Employed,5580
1,50-66,H20_35,Employed,21
1,50-66,H20_35,Employed,4356
1,50-66,H20_35,Employed,4265
1,50-66,H20_35,Employed,7722
1,50-66,H20_35,Employed,34197
1,50-66,H20_35,Employed,5905
1,50-66,H20_35,Employed,5700
1,50-66,H20_35,Unemployed,1121
1,50-66,H20_35,Unemployed,87
1,50-66,H20_35,Unemployed,16
1,50-66,H20_35,Unemployed,43
1,50-66,H20_35,Unemployed,263
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,600
1,50-66,H20_35,Unemployed,633
1,50-66,H20_35,Unemployed,5
1,50-66,H20_35,Unemployed,130
1,50-66,H20_35,Unemployed,293
1,50-66,H20_35,In Education or Training,1
1,50-66,H20_35,On Pension,3580
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,29
1,50-66,H20_35,In Education or Training,27
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,1745
1,50-66,H20_35,Employed,7
1,50-66,H20_35,Employed,0
1,50-66,H20_35,Employed,9
1,50-66,H20_35,Employed,17
1,50-66,H20_35,Employed,6
1,50-66,H20_35,Employed,23
1,50-66,H20_35,Employed,4
1,50-66,H20_35,Employed,12
1,50-66,H20_35,Unemployed,1
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,1
1,50-66,H20_35,Unemployed,3
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,On Pension,17
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,5
1,50-66,H40,Employed,799
1,50-66,H40,Employed,2
1,50-66,H40,Employed,1595
1,50-66,H40,Employed,3197
1,50-66,H40,Employed,3265
1,50-66,H40,Employed,4080
1,50-66,H40,Employed,512
1,50-66,H40,Employed,1246
1,50-66,H40,Unemployed,222
1,50-66,H40,Unemployed,11
1,50-66,H40,Unemployed,2
1,50-66,H40,Unemployed,5
1,50-66,H40,Unemployed,28
1,50-66,H40,Unemployed,0
1,50-66,H40,Unemployed,1
1,50-66,H40,Unemployed,69
1,50-66,H40,Unemployed,76
1,50-66,H40,Unemployed,1
1,50-66,H40,Unemployed,20
1,50-66,H40,Unemployed,29
1,50-66,H40,In Education or Training,0
1,50-66,H40,On Pension,427
1,50-66,H40,On Pension,0
1,50-66,H40,On Pension,0
1,50-66,H40,On Pension,0
1,50-66,H40,On Pension,0
1,50-66,H40,On Pension,0
1,50-66,H40,On Pension,0
1,50-66,H40,In Education or Training,15
1,50-66,H40,In Education or Training,12
1,50-66,H40,In Education or Training,0
1,50-66,H40,In Education or Training,0
1,50-66,H40,Not in Labor Force,513
1,50-66,H50_60,Employed,1121
1,50-66,H50_60,Employed,6
1,50-66,H50_60,Employed,3055
1,50-66,H50_60,Employed,10982
1,50-66,H50_60,Employed,2704
1,50-66,H50_60,Employed,2183
1,50-66,H50_60,Employed,483
1,50-66,H50_60,Employed,1087
1,50-66,H50_60,Unemployed,393
1,50-66,H50_60,Unemployed,14
1,50-66,H50_60,Unemployed,2
1,50-66,H50_60,Unemployed,7
1,50-66,H50_60,Unemployed,55
1,50-66,H50_60,Unemployed,0
1,50-66,H50_60,Unemployed,2
1,50-66,H50_60,Unemployed,88
1,50-66,H50_60,Unemployed,93
1,50-66,H50_60,Unemployed,1
1,50-66,H50_60,Unemployed,23
1,50-66,H50_60,Unemployed,60
1,50-66,H50_60,In Education or Training,0
1,50-66,H50_60,On Pension,477
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,In Education or Training,18
1,50-66,H50_60,In Education or Training,21
1,50-66,H50_60,In Education or Training,0
1,50-66,H50_60,In Education or Training,0
1,50-66,H50_60,Not in Labor Force,713
1,50-66,H50_60,Employed,206
1,50-66,H50_60,Employed,1
1,50-66,H50_60,Employed,401
1,50-66,H50_60,Employed,1039
1,50-66,H50_60,Employed,347
1,50-66,H50_60,Employed,394
1,50-66,H50_60,Employed,93
1,50-66,H50_60,Employed,286
1,50-66,H50_60,Unemployed,76
1,50-66,H50_60,Unemployed,0
1,50-66,H50_60,Unemployed,1
1,50-66,H50_60,Unemployed,1
1,50-66,H50_60,Unemployed,9
1,50-66,H50_60,Unemployed,0
1,50-66,H50_60,Unemployed,1
1,50-66,H50_60,Unemployed,13
1,50-66,H50_60,Unemployed,25
1,50-66,H50_60,Unemployed,0
1,50-66,H50_60,Unemployed,3
1,50-66,H50_60,Unemployed,8
1,50-66,H50_60,In Education or Training,0
1,50-66,H50_60,On Pension,69
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,On Pension,0
1,50-66,H50_60,In Education or Training,12
1,50-66,H50_60,In Education or Training,6
1,50-66,H50_60,In Education or Training,0
1,50-66,H50_60,In Education or Training,1
1,50-66,H50_60,Not in Labor Force,227
1,50-66,H70,Employed,1730
1,50-66,H70,Employed,3
1,50-66,H70,Employed,3638
1,50-66,H70,Employed,11480
1,50-66,H70,Employed,1364
1,50-66,H70,Employed,1146
1,50-66,H70,Employed,239
1,50-66,H70,Employed,890
1,50-66,H70,Unemployed,330
1,50-66,H70,Unemployed,9
1,50-66,H70,Unemployed,4
1,50-66,H70,Unemployed,3
1,50-66,H70,Unemployed,19
1,50-66,H70,Unemployed,0
1,50-66,H70,Unemployed,1
1,50-66,H70,Unemployed,56
1,50-66,H70,Unemployed,58
1,50-66,H70,Unemployed,0
1,50-66,H70,Unemployed,10
1,50-66,H70,Unemployed,12
1,50-66,H70,In Education or Training,0
1,50-66,H70,On Pension,206
1,50-66,H70,On Pension,0
1,50-66,H70,On Pension,0
1,50-66,H70,On Pension,0
1,50-66,H70,On Pension,0
1,50-66,H70,On Pension,0
1,50-66,H70,On Pension,0
1,50-66,H70,In Education or Training,13
1,50-66,H70,In Education or Training,26
1,50-66,H70,In Education or Training,0
1,50-66,H70,In Education or Training,0
1,50-66,H70,Not in Labor Force,967
1,50-66,H80,Employed,127
1,50-66,H80,Employed,1
1,50-66,H80,Employed,275
1,50-66,H80,Employed,2188
1,50-66,H80,Employed,92
1,50-66,H80,Employed,112
1,50-66,H80,Employed,34
1,50-66,H80,Employed,93
1,50-66,H80,Unemployed,27
1,50-66,H80,Unemployed,1
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,3
1,50-66,H80,Unemployed,1
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,0
1,50-66,H80,Unemployed,3
1,50-66,H80,In Education or Training,0
1,50-66,H80,On Pension,8
1,50-66,H80,On Pension,0
1,50-66,H80,On Pension,0
1,50-66,H80,On Pension,0
1,50-66,H80,On Pension,0
1,50-66,H80,On Pension,0
1,50-66,H80,On Pension,0
1,50-66,H80,In Education or Training,1
1,50-66,H80,In Education or Training,15
1,50-66,H80,In Education or Training,0
1,50-66,H80,In Education or Training,0
1,50-66,H80,Not in Labor Force,224
1,50-66,H90,Employed,193
1,50-66,H90,Employed,0
1,50-66,H90,Employed,70
1,50-66,H90,Employed,201
1,50-66,H90,Employed,66
1,50-66,H90,Employed,589
1,50-66,H90,Employed,303
1,50-66,H90,Employed,385
1,50-66,H90,Unemployed,68
1,50-66,H90,Unemployed,8
1,50-66,H90,Unemployed,0
1,50-66,H90,Unemployed,2
1,50-66,H90,Unemployed,16
1,50-66,H90,Unemployed,0
1,50-66,H90,Unemployed,0
1,50-66,H90,Unemployed,33
1,50-66,H90,Unemployed,93
1,50-66,H90,Unemployed,0
1,50-66,H90,Unemployed,26
1,50-66,H90,Unemployed,22
1,50-66,H90,In Education or Training,0
1,50-66,H90,On Pension,620
1,50-66,H90,On Pension,0
1,50-66,H90,On Pension,0
1,50-66,H90,On Pension,0
1,50-66,H90,On Pension,0
1,50-66,H90,On Pension,0
1,50-66,H90,On Pension,0
1,50-66,H90,In Education or Training,0
1,50-66,H90,In Education or Training,7
1,50-66,H90,In Education or Training,0
1,50-66,H90,In Education or Training,1
1,50-66,H90,Not in Labor Force,321
1,50-66,H10,Employed,2490
1,50-66,H10,Employed,16
1,50-66,H10,Employed,828
1,50-66,H10,Employed,919
1,50-66,H10,Employed,1366
1,50-66,H10,Employed,12628
1,50-66,H10,Employed,5172
1,50-66,H10,Employed,3719
1,50-66,H10,Unemployed,892
1,50-66,H10,Unemployed,67
1,50-66,H10,Unemployed,11
1,50-66,H10,Unemployed,21
1,50-66,H10,Unemployed,312
1,50-66,H10,Unemployed,0
1,50-66,H10,Unemployed,0
1,50-66,H10,Unemployed,564
1,50-66,H10,Unemployed,910
1,50-66,H10,Unemployed,0
1,50-66,H10,Unemployed,169
1,50-66,H10,Unemployed,246
1,50-66,H10,In Education or Training,0
1,50-66,H10,On Pension,9318
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,On Pension,0
1,50-66,H10,In Education or Training,11
1,50-66,H10,In Education or Training,12
1,50-66,H10,In Education or Training,0
1,50-66,H10,In Education or Training,0
1,50-66,H10,Not in Labor Force,1138
1,50-66,H20_35,Employed,840
1,50-66,H20_35,Employed,5
1,50-66,H20_35,Employed,979
1,50-66,H20_35,Employed,1630
1,50-66,H20_35,Employed,1284
1,50-66,H20_35,Employed,2289
1,50-66,H20_35,Employed,610
1,50-66,H20_35,Employed,1220
1,50-66,H20_35,Unemployed,267
1,50-66,H20_35,Unemployed,6
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,2
1,50-66,H20_35,Unemployed,27
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,1
1,50-66,H20_35,Unemployed,84
1,50-66,H20_35,Unemployed,161
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,29
1,50-66,H20_35,Unemployed,33
1,50-66,H20_35,In Education or Training,1
1,50-66,H20_35,On Pension,1045
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,12
1,50-66,H20_35,In Education or Training,7
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,647
1,50-66,H20_35,Employed,6961
1,50-66,H20_35,Employed,33
1,50-66,H20_35,Employed,4854
1,50-66,H20_35,Employed,5428
1,50-66,H20_35,Employed,8604
1,50-66,H20_35,Employed,38679
1,50-66,H20_35,Employed,6906
1,50-66,H20_35,Employed,6340
1,50-66,H20_35,Unemployed,1434
1,50-66,H20_35,Unemployed,96
1,50-66,H20_35,Unemployed,13
1,50-66,H20_35,Unemployed,37
1,50-66,H20_35,Unemployed,367
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,872
1,50-66,H20_35,Unemployed,653
1,50-66,H20_35,Unemployed,1
1,50-66,H20_35,Unemployed,116
1,50-66,H20_35,Unemployed,355
1,50-66,H20_35,In Education or Training,1
1,50-66,H20_35,On Pension,6111
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,14
1,50-66,H20_35,In Education or Training,27
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,2280
1,50-66,H20_35,Employed,5
1,50-66,H20_35,Employed,0
1,50-66,H20_35,Employed,7
1,50-66,H20_35,Employed,8
1,50-66,H20_35,Employed,19
1,50-66,H20_35,Employed,17
1,50-66,H20_35,Employed,4
1,50-66,H20_35,Employed,8
1,50-66,H20_35,Unemployed,5
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,2
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,Unemployed,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,On Pension,21
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,On Pension,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,1
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,In Education or Training,0
1,50-66,H20_35,Not in Labor Force,3
1,50-66,H40,Employed,805
1,50-66,H40,Employed,3
1,50-66,H40,Employed,1290
1,50-66,H40,Employed,2444
1,50-66,H40,Employed,3021
1,50-66,H40,Employed,4075
1,50-66,H40,Employed,489
1,50-66,H40,Employed,1074
1,50-66,H40,Unemployed,276
1,50-66,H40,Unemployed,8
1,50-66,H40,Unemployed,1
